伝票日付,伝票番号,仕訳区分,管理仕訳区分,借方税計算モード,借方部門コード,借方部門名,借方科目コード,借方科目名,借方補助コード,借方補助名,借方税区分コード,借方税区分名,借方金額,借方消費税額,貸方税計算モード,貸方部門コード,貸方部門名,貸方科目コード,貸方科目名,貸方補助コード,貸方補助名,貸方税区分コード,貸方税区分名,貸方金額,貸方消費税額,摘要文,数字１,数字２,入力プログラム区分,配賦元税計算,配賦元集計方法,配賦元集計開始日付,配賦元集計終了日付,配賦元管理仕訳区分,配賦元部門コード,配賦元部門名,配賦元科目コード,配賦元科目名,配賦元補助コード,配賦元補助名,配賦元金額,数字３,数字４,数字５,金額１,金額２,金額３,金額４,金額５,文字列１,文字列２,文字列３,文字列４,文字列５,入力日付時間,借方取引先コード,借方取引先名,借方セグメント１コード,借方セグメント１名,借方セグメント２コード,借方セグメント２名,借方セグメント３コード,借方セグメント３名,貸方取引先コード,貸方取引先名,貸方セグメント１コード,貸方セグメント１名,貸方セグメント２コード,貸方セグメント２名,貸方セグメント３コード,貸方セグメント３名,配賦選択,配賦元取引先コード,配賦元取引先名,配賦元セグメント１コード,配賦元セグメント１名,配賦元セグメント２コード,配賦元セグメント２名,配賦元セグメント３コード,配賦元セグメント３名
20210410,298,21,0,1,000,共通部門,301,支払手形,,,00,対象外,7322934,0,1,000,共通部門,121,当座預金,1,ABC銀行,00,対象外,7322934,0,手形期日落日 青凪商事株式会社,,P2092,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:14,,,,,,,,,,,,,,,,,,,,,,,,,
20210411,73,21,0,1,020,東京支店,733,交際接待費,,,Q5,仕入10%,26530,2411,1,000,共通部門,111,現金,,,00,対象外,26530,0,飲食代 架空店舗078 6名,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:14,,,,,,,,,,,,,,,,,,,,,,,,,
20210411,74,21,0,1,020,東京支店,733,交際接待費,,,Q5,仕入10%,39000,3545,1,000,共通部門,111,現金,,,00,対象外,39000,0,飲食代 架空店舗025 6名,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:14,,,,,,,,,,,,,,,,,,,,,,,,,
20210411,229,21,0,1,000,共通部門,121,当座預金,1,ABC銀行,00,対象外,9000000,0,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,9000000,0,資金移動,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:14,,,,,,,,,,,,,,,,,,,,,,,,,
20210411,229,21,0,1,000,共通部門,111,現金,,,00,対象外,2000000,0,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,2000000,0,引き出し,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:14,,,,,,,,,,,,,,,,,,,,,,,,,
20210412,155,21,0,1,050,九州営業所,740,車両費,,,Q5,仕入10%,4500,409,1,000,共通部門,111,現金,,,00,対象外,5072,0,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:14,,,,,,,,,,,,,,,,,,,,,,,,,
20210412,155,21,0,1,050,九州営業所,740,車両費,,,Q5,仕入10%,572,52,0,,,,,,,,,,,駐車代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:14,,,,,,,,,,,,,,,,,,,,,,,,,
20210412,249,21,0,1,030,名古屋支店,726,旅費交通費,,,Q5,仕入10%,10286,935,1,000,共通部門,111,現金,,,00,対象外,15048,0,旅費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:14,,,,,,,,,,,,,,,,,,,,,,,,,
20210412,249,21,0,1,030,名古屋支店,726,旅費交通費,,,Q5,仕入10%,4762,432,0,,,,,,,,,,,タクシー代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:14,,,,,,,,,,,,,,,,,,,,,,,,,
20210412,311,21,0,1,010,札幌営業所,740,車両費,,,Q5,仕入10%,74000,6727,1,000,共通部門,111,現金,,,00,対象外,74000,0,タイヤ交換,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:14,,,,,,,,,,,,,,,,,,,,,,,,,
20210413,11,21,0,1,010,札幌営業所,740,車両費,,,Q5,仕入10%,3210,291,1,000,共通部門,111,現金,,,00,対象外,3210,0,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:14,,,,,,,,,,,,,,,,,,,,,,,,,
20210413,17,21,0,1,010,札幌営業所,740,車両費,,,Q5,仕入10%,351,31,1,000,共通部門,111,現金,,,00,対象外,1113,0,ウォッシャー液,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:14,,,,,,,,,,,,,,,,,,,,,,,,,
20210413,17,21,0,1,010,札幌営業所,740,車両費,,,Q5,仕入10%,762,69,0,,,,,,,,,,,駐車代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:14,,,,,,,,,,,,,,,,,,,,,,,,,
20210413,144,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,572,52,1,000,共通部門,111,現金,,,00,対象外,8691,0,ウォッシャー液代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:14,,,,,,,,,,,,,,,,,,,,,,,,,
20210413,144,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,2286,207,0,,,,,,,,,,,高速代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:14,,,,,,,,,,,,,,,,,,,,,,,,,
20210413,144,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,5833,530,0,,,,,,,,,,,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:14,,,,,,,,,,,,,,,,,,,,,,,,,
20210413,150,21,0,1,050,九州営業所,733,交際接待費,,,Q5,仕入10%,14000,1272,1,000,共通部門,111,現金,,,00,対象外,14000,0,ゴルフプレー代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:14,,,,,,,,,,,,,,,,,,,,,,,,,
20210413,158,21,0,1,040,大阪支店,726,旅費交通費,,,Q5,仕入10%,15000,1363,1,000,共通部門,111,現金,,,00,対象外,15000,0,出張旅費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:14,,,,,,,,,,,,,,,,,,,,,,,,,
20210414,23,21,0,1,010,札幌営業所,726,旅費交通費,,,Q5,仕入10%,26667,2424,1,000,共通部門,111,現金,,,00,対象外,92858,0,旅費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:14,,,,,,,,,,,,,,,,,,,,,,,,,
20210414,23,21,0,1,010,札幌営業所,726,旅費交通費,,,Q5,仕入10%,29524,2684,0,,,,,,,,,,,旅費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:14,,,,,,,,,,,,,,,,,,,,,,,,,
20210414,23,21,0,1,010,札幌営業所,726,旅費交通費,,,Q5,仕入10%,36667,3333,0,,,,,,,,,,,旅費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:14,,,,,,,,,,,,,,,,,,,,,,,,,
20210414,46,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,2341,212,1,000,共通部門,111,現金,,,00,対象外,7151,0,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210414,46,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,1762,160,0,,,,,,,,,,,駐車代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210414,46,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,3048,277,0,,,,,,,,,,,高速代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210414,51,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,1505,136,1,000,共通部門,111,現金,,,00,対象外,4031,0,高速代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210414,51,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,620,56,0,,,,,,,,,,,駐車代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210414,51,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,810,73,0,,,,,,,,,,,駐車代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210414,51,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,1096,99,0,,,,,,,,,,,高速代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210415,4,21,0,1,010,札幌営業所,732,広告宣伝費,,,Q5,仕入10%,31500,2863,1,000,共通部門,322,未払金,,,00,対象外,31500,0,広告費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210415,79,21,0,1,030,名古屋支店,724,福利厚生費,,,Q5,仕入10%,45477,4134,1,000,共通部門,111,現金,,,00,対象外,45477,0,景品代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210415,117,21,0,1,040,大阪支店,742,諸会費,,,00,対象外,20000,0,1,000,共通部門,111,現金,,,00,対象外,20000,0,会費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210415,130,21,0,1,040,大阪支店,742,諸会費,,,00,対象外,24000,0,1,000,共通部門,131,普通預金,40,JKL銀行 梅田,00,対象外,24000,0,会費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210415,151,21,0,1,040,大阪支店,733,交際接待費,,,Q5,仕入10%,16741,1521,1,000,共通部門,111,現金,,,00,対象外,37741,0,飲食代 架空店舗072,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210415,151,21,0,1,040,大阪支店,733,交際接待費,,,Q5,仕入10%,21000,1909,0,,,,,,,,,,,飲食代 架空店舗032,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210415,243,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,6239,567,1,000,共通部門,111,現金,,,00,対象外,6239,0,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210415,252,21,0,1,020,東京支店,721,雑給,,,00,対象外,396465,0,1,000,共通部門,111,現金,,,00,対象外,378068,0,4月給与その他 0060 パート･アルバイト,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210415,252,21,0,0,,,,,,,,,,,1,000,共通部門,326,預り金,3,源泉税,00,対象外,2970,0,4月給与その他 0060 パート･アルバイト,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210415,252,21,0,0,,,,,,,,,,,1,000,共通部門,326,預り金,9,その他,00,対象外,15427,0,4月給与その他 0060 パート･アルバイト,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210415,263,21,0,1,000,共通部門,131,普通預金,50,MNO銀行 北九州,00,対象外,1382966,0,1,000,共通部門,152,売掛金,1,株式会社若葉百貨店,00,対象外,1382966,0,4月15日伝票No195株式会社若葉百貨店,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210415,263,21,0,1,050,九州営業所,741,支払手数料,,,Q5,仕入10%,840,76,1,000,共通部門,152,売掛金,1,株式会社若葉百貨店,00,対象外,840,0,4月15日伝票No195株式会社若葉百貨店,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210415,264,21,0,1,000,共通部門,131,普通預金,30,GHI銀行 名古屋,00,対象外,1269492,0,1,000,共通部門,152,売掛金,6,株式会社瑞穂流通,00,対象外,1269492,0,4月15日伝票No196株式会社瑞穂流通,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210415,264,21,0,1,030,名古屋支店,741,支払手数料,,,Q5,仕入10%,840,76,1,000,共通部門,152,売掛金,6,株式会社瑞穂流通,00,対象外,840,0,4月15日伝票No196株式会社瑞穂流通,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210415,265,21,0,1,000,共通部門,131,普通預金,40,JKL銀行 梅田,00,対象外,3379724,0,1,000,共通部門,152,売掛金,9,朝凪物産株式会社,00,対象外,3379724,0,4月15日伝票No197朝凪物産株式会社,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210415,265,21,0,1,040,大阪支店,741,支払手数料,,,Q5,仕入10%,840,76,1,000,共通部門,152,売掛金,9,朝凪物産株式会社,00,対象外,840,0,4月15日伝票No197朝凪物産株式会社,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210415,266,21,0,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,2819432,0,1,000,共通部門,152,売掛金,13,星川商事株式会社,00,対象外,2819432,0,4月15日伝票No198星川商事株式会社,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210415,267,21,0,1,000,共通部門,131,普通預金,40,JKL銀行 梅田,00,対象外,2268756,0,1,000,共通部門,152,売掛金,20,清和商事株式会社,00,対象外,2268756,0,4月15日伝票No199清和商事株式会社,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210415,267,21,0,1,040,大阪支店,741,支払手数料,,,Q5,仕入10%,630,57,1,000,共通部門,152,売掛金,20,清和商事株式会社,00,対象外,630,0,4月15日伝票No199清和商事株式会社,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210415,268,21,0,1,000,共通部門,312,買掛金,1,株式会社北辰商事,00,対象外,3557473,0,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,3557473,0,4月15日伝票No274株式会社北辰商事,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210416,61,21,0,1,020,東京支店,727,通信費,,,Q5,仕入10%,169334,15394,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,169334,0,電話代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210416,103,21,0,1,040,大阪支店,733,交際接待費,,,Q5,仕入10%,2680,243,1,000,共通部門,111,現金,,,00,対象外,2680,0,コーヒー代5名,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210416,136,21,0,1,040,大阪支店,791,雑費,,,Q5,仕入10%,16500,1500,1,000,共通部門,111,現金,,,00,対象外,16500,0,架空清掃会社A代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210417,12,21,0,1,010,札幌営業所,740,車両費,,,Q5,仕入10%,4456,405,1,000,共通部門,111,現金,,,00,対象外,6171,0,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210417,12,21,0,1,010,札幌営業所,740,車両費,,,Q5,仕入10%,572,52,0,,,,,,,,,,,高速代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210417,12,21,0,1,010,札幌営業所,740,車両費,,,Q5,仕入10%,1143,103,0,,,,,,,,,,,駐車代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210417,47,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,2540,230,1,000,共通部門,111,現金,,,00,対象外,2540,0,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210417,52,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,2191,199,1,000,共通部門,111,現金,,,00,対象外,4430,0,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210417,52,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,1096,99,0,,,,,,,,,,,高速代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210417,52,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,1143,103,0,,,,,,,,,,,駐車代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210418,237,21,0,1,020,東京支店,733,交際接待費,,,Q5,仕入10%,12000,1090,1,000,共通部門,111,現金,,,00,対象外,12000,0,ゴルフプレー代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210419,244,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,7063,642,1,000,共通部門,111,現金,,,00,対象外,7063,0,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210419,312,21,0,1,000,共通部門,131,普通預金,10,DEF銀行 駅前,00,対象外,500000,0,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,500000,0,資金移動,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210420,1,21,0,1,000,共通部門,724,福利厚生費,,,Q6,仕入8%軽,21600,1600,0,000,共通部門,111,現金,,,00,対象外,21600,0,残業夜食　軽減税率,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210420,6,21,0,1,010,札幌営業所,732,広告宣伝費,,,Q5,仕入10%,5000,454,1,000,共通部門,111,現金,,,00,対象外,5000,0,広告料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210420,7,21,0,1,010,札幌営業所,733,交際接待費,,,Q5,仕入10%,1429,129,1,000,共通部門,111,現金,,,00,対象外,2605,0,食事代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210420,7,21,0,1,010,札幌営業所,733,交際接待費,,,Q5,仕入10%,1176,106,0,,,,,,,,,,,食事代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210420,24,21,0,1,010,札幌営業所,726,旅費交通費,,,Q5,仕入10%,82620,7510,1,000,共通部門,111,現金,,,00,対象外,82620,0,架空鉄道会社A回数券,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210420,31,21,0,1,010,札幌営業所,754,事務用消耗品費,,,Q5,仕入10%,2679,243,1,000,共通部門,322,未払金,,,00,対象外,2679,0,コピー代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210420,34,21,0,1,010,札幌営業所,736,水道光熱費,,,Q5,仕入10%,91629,8329,1,000,共通部門,131,普通預金,10,DEF銀行 駅前,00,対象外,95772,0,電気代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210420,34,21,0,1,010,札幌営業所,736,水道光熱費,,,Q5,仕入10%,4143,376,0,,,,,,,,,,,水道代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210420,45,21,0,1,020,東京支店,733,交際接待費,,,Q5,仕入10%,8260,750,1,000,共通部門,111,現金,,,00,対象外,8260,0,食事代 架空店舗030 4名,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210420,48,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,4303,391,1,000,共通部門,111,現金,,,00,対象外,4303,0,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210420,53,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,381,34,1,000,共通部門,111,現金,,,00,対象外,8483,0,高速代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210420,53,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,2000,181,0,,,,,,,,,,,駐車代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210420,53,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,6102,554,0,,,,,,,,,,,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210420,64,21,0,1,020,東京支店,736,水道光熱費,,,Q5,仕入10%,174650,15877,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,183641,0,電気料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210420,64,21,0,1,020,東京支店,736,水道光熱費,,,Q5,仕入10%,8991,817,0,,,,,,,,,,,水道料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210420,71,21,0,1,020,東京支店,754,事務用消耗品費,,,Q5,仕入10%,2458,223,1,000,共通部門,322,未払金,,,00,対象外,49091,0,事務用品,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210420,71,21,0,1,020,東京支店,754,事務用消耗品費,,,Q5,仕入10%,16169,1469,0,,,,,,,,,,,事務用品,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210420,71,21,0,1,020,東京支店,754,事務用消耗品費,,,Q5,仕入10%,30464,2769,0,,,,,,,,,,,カウンター料金,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
20210420,89,21,0,1,030,名古屋支店,736,水道光熱費,,,Q5,仕入10%,82388,7489,1,000,共通部門,131,普通預金,30,GHI銀行 名古屋,00,対象外,90049,0,電気料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:15,,,,,,,,,,,,,,,,,,,,,,,,,
