sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path
4698,3,R,,P Order Line.Consumption Tax Line.(Credit) Ledger Account,,0..1,,"The reference association to the Credit Ledger Account class, which is a class stores information about General Ledger accounts.",JP,0,P Order Line.Consumption Tax Line.(Credit) Ledger Account,GE24c0,/JP16a/GE24c0,$.JP Order Line.Consumption Tax Line.(Credit) Ledger Account,JpOrdLin.ConsmpTxLin.CrdtLedgrAcnt
4699,4,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",JP,0,P Order Line.Consumption Tax Line.(Credit) Ledger Account.Account Number,GE24c0_01,/JP16a/GE24c0_01,$.JP Order Line.Consumption Tax Line.(Credit) Ledger Account.Account Number,JpOrdLin.ConsmpTxLin.CrdtLedgrAcnt.AcntNr
4700,3,R,,P Order Line.Consumption Tax Line.(Debit) Ledger Account,,0..1,,"The reference association to the Debit Ledger Account class, which is a class stores information about General Ledger accounts.",JP,0,P Order Line.Consumption Tax Line.(Debit) Ledger Account,GE24c1,/JP16a/GE24c1,$.JP Order Line.Consumption Tax Line.(Debit) Ledger Account,JpOrdLin.ConsmpTxLin.DebtLedgrAcnt
4701,4,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",JP,0,P Order Line.Consumption Tax Line.(Debit) Ledger Account.Account Number,GE24c1_01,/JP16a/GE24c1_01,$.JP Order Line.Consumption Tax Line.(Debit) Ledger Account.Account Number,JpOrdLin.ConsmpTxLin.DebtLedgrAcnt.AcntNr
4702,3,C,,P Order Line.Consumption Tax Line.(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,P Order Line.Consumption Tax Line.(Local) Amount,GE05h7,/JP16a/GE05h7,$.JP Order Line.Consumption Tax Line.(Local) Amount,JpOrdLin.ConsmpTxLin.LoclAmt
4703,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,P Order Line.Consumption Tax Line.(Local) Amount.Value,GE05h7_01,/JP16a/GE05h7_01,$.JP Order Line.Consumption Tax Line.(Local) Amount.Value,JpOrdLin.ConsmpTxLin.LoclAmt.Vl
4704,4,R,,P Order Line.Consumption Tax Line.(Local) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,P Order Line.Consumption Tax Line.(Local) Amount.Currency,BS01hd,/JP16a/BS01hd,$.JP Order Line.Consumption Tax Line.(Local) Amount.Currency,JpOrdLin.ConsmpTxLin.LoclAmt.Cur
4705,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,P Order Line.Consumption Tax Line.(Local) Amount.Currency.Code,BS01hd_01,/JP16a/BS01hd_01,$.JP Order Line.Consumption Tax Line.(Local) Amount.Currency.Code,JpOrdLin.ConsmpTxLin.LoclAmt.Cur.Cd
4706,3,C,,P Order Line.Consumption Tax Line.(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,P Order Line.Consumption Tax Line.(Transaction) Amount,GE05h8,/JP16a/GE05h8,$.JP Order Line.Consumption Tax Line.(Transaction) Amount,JpOrdLin.ConsmpTxLin.TrnsctAmt
4707,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,P Order Line.Consumption Tax Line.(Transaction) Amount.Value,GE05h8_01,/JP16a/GE05h8_01,$.JP Order Line.Consumption Tax Line.(Transaction) Amount.Value,JpOrdLin.ConsmpTxLin.TrnsctAmt.Vl
4708,4,R,,P Order Line.Consumption Tax Line.(Transaction) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,P Order Line.Consumption Tax Line.(Transaction) Amount.Currency,BS01he,/JP16a/BS01he,$.JP Order Line.Consumption Tax Line.(Transaction) Amount.Currency,JpOrdLin.ConsmpTxLin.TrnsctAmt.Cur
4709,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,P Order Line.Consumption Tax Line.(Transaction) Amount.Currency.Code,BS01he_01,/JP16a/BS01he_01,$.JP Order Line.Consumption Tax Line.(Transaction) Amount.Currency.Code,JpOrdLin.ConsmpTxLin.TrnsctAmt.Cur.Cd
4710,3,R,,P Order Line.Consumption Tax Line.Ledger Account,,0..1,,"The reference association to the Ledger Account class, which is a class stores information about General Ledger accounts.",JP,0,P Order Line.Consumption Tax Line.Ledger Account,GE24c2,/JP16a/GE24c2,$.JP Order Line.Consumption Tax Line.Ledger Account,JpOrdLin.ConsmpTxLin.LedgrAcnt
4711,4,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",JP,0,P Order Line.Consumption Tax Line.Ledger Account.Account Number,GE24c2_01,/JP16a/GE24c2_01,$.JP Order Line.Consumption Tax Line.Ledger Account.Account Number,JpOrdLin.ConsmpTxLin.LedgrAcnt.AcntNr
4712,3,C,,P Order Line.Consumption Tax Line.JP Tax Type,,0..1,,A class that has been updated to comply with the reporting requirements of the Japanese Tax Agency for consumption tax. This includes the inclusion of the tax category code to enhance specificity and adherence to regulatory standards.,JP,0,P Order Line.Consumption Tax Line.JP Tax Type,JP02a,/JP16a/JP02a,$.JP Order Line.Consumption Tax Line.JP Tax Type,JpOrdLin.ConsmpTxLin.JpTxTyp
4713,4,A,PK,Code,Identifier,1..1,TAX TYPE CODE,The unique code used to classify a tax type.,JP,42,P Order Line.Consumption Tax Line.JP Tax Type.Code,JP02a_BS09_01,/JP16a/JP02a_BS09_01,$.JP Order Line.Consumption Tax Line.JP Tax Type.Code,JpOrdLin.ConsmpTxLin.JpTxTyp.Cd
4714,4,A,,Tax Name,Name,0..1,Name Medium,The official title assigned to a category of tax.,JP,42,P Order Line.Consumption Tax Line.JP Tax Type.Tax Name,JP02a_BS09_02,/JP16a/JP02a_BS09_02,$.JP Order Line.Consumption Tax Line.JP Tax Type.Tax Name,JpOrdLin.ConsmpTxLin.JpTxTyp.TxNam
4715,4,A,,Description,Text,0..1,Text Medium,The details that define and categorize a specific tax type.,JP,42,P Order Line.Consumption Tax Line.JP Tax Type.Description,JP02a_BS09_03,/JP16a/JP02a_BS09_03,$.JP Order Line.Consumption Tax Line.JP Tax Type.Description,JpOrdLin.ConsmpTxLin.JpTxTyp.Dscr
4716,4,A,,Tax Code Description,Text,0..1,Text Medium,The narrative that clarifies the specific tax code and its application within the broader tax type.,JP,42,P Order Line.Consumption Tax Line.JP Tax Type.Tax Code Description,JP02a_BS09_04,/JP16a/JP02a_BS09_04,$.JP Order Line.Consumption Tax Line.JP Tax Type.Tax Code Description,JpOrdLin.ConsmpTxLin.JpTxTyp.TxCodDscr
4717,4,A,,Tax Percentage,Decimal,0..1,Percent,The standard rate applied to a specific tax type and code.,JP,42,P Order Line.Consumption Tax Line.JP Tax Type.Tax Percentage,JP02a_BS09_05,/JP16a/JP02a_BS09_05,$.JP Order Line.Consumption Tax Line.JP Tax Type.Tax Percentage,JpOrdLin.ConsmpTxLin.JpTxTyp.TxPerc
4718,4,A,,Tax Category Code,Code,0..1,TAX CATEGORY CODE,"UNTDID 5305  Duty or tax or fee category code is a crucial element in trade and financial documentation, facilitating accurate and efficient identification and processing of various tax and fee categories.",JP,0,P Order Line.Consumption Tax Line.JP Tax Type.Tax Category Code,JP02a_01,/JP16a/JP02a_01,$.JP Order Line.Consumption Tax Line.JP Tax Type.Tax Category Code,JpOrdLin.ConsmpTxLin.JpTxTyp.TxCatgryCod
4719,4,R,,P Order Line.Consumption Tax Line.JP Tax Type.Tax Regulatory,,0..1,,"The reference association to the Tax Regulatory class, which is a class that includes regulatory information for taxation, offering instructions for compliance with tax laws in various jurisdictions.",JP,0,P Order Line.Consumption Tax Line.JP Tax Type.Tax Regulatory,GE14c,/JP16a/GE14c,$.JP Order Line.Consumption Tax Line.JP Tax Type.Tax Regulatory,JpOrdLin.ConsmpTxLin.JpTxTyp.TxRegltr
4720,5,A,REF,Code,Identifier,1..1,REGULATOR CODE,The unique code for a regulatory body or jurisdiction.,JP,0,P Order Line.Consumption Tax Line.JP Tax Type.Tax Regulatory.Code,GE14c_01,/JP16a/GE14c_01,$.JP Order Line.Consumption Tax Line.JP Tax Type.Tax Regulatory.Code,JpOrdLin.ConsmpTxLin.JpTxTyp.TxRegltr.Cd
4721,2,R,,P Order Line.Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",JP,4,P Order Line.Business Segment,BS04dr,/JP16a/BS04dr,$.JP Order Line.Business Segment,JpOrdLin.BusSg
4722,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,JP,4,P Order Line.Business Segment.Code,BS04dr_01,/JP16a/BS04dr/BS04dr_01,$.JP Order Line.Business Segment.Code,JpOrdLin.BusSg.Cd
4723,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",JP,4,P Order Line.Business Segment.Segment Reference Level,BS04dr_03,/JP16a/BS04dr/BS04dr_03,$.JP Order Line.Business Segment.Segment Reference Level,JpOrdLin.BusSg.SgRefLevl
4724,1,C,,P Sales Order,,,,A class representing a formal request from a customer for the delivery of goods or services within a specified period.,JP,0,P Sales Order,JP19a,/JP19a,$.JP Sales Order,JpSalOrd
4725,2,A,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for a business document.,JP,0,P Sales Order.ID,JP19a_JP15_GE27_GE03_01,/JP19a/JP19a_JP15_GE27_GE03_01,$.JP Sales Order.ID,JpSalOrd.Id
4726,2,A,,Number,Char,0..1,Char Long,"The number for a business document, facilitating its recognition and retrieval within a system.",JP,0,P Sales Order.Number,JP19a_JP15_GE27_GE03_02,/JP19a/JP19a_JP15_GE27_GE03_02,$.JP Sales Order.Number,JpSalOrd.Nr
4727,2,A,,Date,Date,0..1,DATE,"The date on which a purchase order is made effective, distinct from the date of system entry.",JP,0,P Sales Order.Date,JP19a_JP15_GE27_02,/JP19a/JP19a_JP15_GE27_02,$.JP Sales Order.Date,JpSalOrd.Dt
4728,2,A,,Status,Code,0..1,STATUS CODE,The current state of the business document's lifecycle.,JP,0,P Sales Order.Status,JP19a_JP15_GE27_GE03_04,/JP19a/JP19a_JP15_GE27_GE03_04,$.JP Sales Order.Status,JpSalOrd.Stat
4729,2,A,,Remark,Text,0..1,Text Medium,Annotations or supplemental information for a business document.,JP,0,P Sales Order.Remark,JP19a_JP15_GE27_GE03_05,/JP19a/JP19a_JP15_GE27_GE03_05,$.JP Sales Order.Remark,JpSalOrd.Rmrk
4730,2,A,,Type Name,Name,0..1,Name Medium,The classification title given to a order that specifies its nature and terms within the context of sales and purchase activities.,JP,0,P Sales Order.Type Name,JP19a_JP15_GE27_01,/JP19a/JP19a_JP15_GE27_01,$.JP Sales Order.Type Name,JpSalOrd.TypNam
4731,2,R,,P Sales Order.Accounting Period,,0..1,,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",JP,22,P Sales Order.Accounting Period,BS03a4,/JP19a/BS03a4,$.JP Sales Order.Accounting Period,JpSalOrd.AccntnPer
4732,3,A,REF,Fiscal Year,Identifier,1..1,YEAR,"The year for which financial records are kept, expressed in four digits.",JP,22,P Sales Order.Accounting Period.Fiscal Year,BS03a4_01,/JP19a/BS03a4_01,$.JP Sales Order.Accounting Period.Fiscal Year,JpSalOrd.AccntnPer.FiscYr
4733,3,A,REF,ID,Identifier,1..1,PERIOD IDENTIFIER,The span of time covered by an accounting record.,JP,22,P Sales Order.Accounting Period.ID,BS03a4_02,/JP19a/BS03a4_02,$.JP Sales Order.Accounting Period.ID,JpSalOrd.AccntnPer.Id
4734,2,C,,P Sales Order.Activities,,0..1,,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",JP,0,P Sales Order.Activities,GE08a5,/JP19a/GE08a5,$.JP Sales Order.Activities,JpSalOrd.Acts
4735,3,C,,P Sales Order.Activities.(Approved) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,JP,0,P Sales Order.Activities.(Approved) Activity,GE09dA,/JP19a/GE09dA,$.JP Sales Order.Activities.(Approved) Activity,JpSalOrd.Acts.ApprvdAct
4736,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",JP,0,P Sales Order.Activities.(Approved) Activity.Date,GE09dA_01,/JP19a/GE09dA_01,$.JP Sales Order.Activities.(Approved) Activity.Date,JpSalOrd.Acts.ApprvdAct.Dt
4737,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,JP,0,P Sales Order.Activities.(Approved) Activity.Time,GE09dA_02,/JP19a/GE09dA_02,$.JP Sales Order.Activities.(Approved) Activity.Time,JpSalOrd.Acts.ApprvdAct.Tm
4738,4,R,,P Sales Order.Activities.(Approved) Activity.User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",JP,0,P Sales Order.Activities.(Approved) Activity.User,GE18dC,/JP19a/GE18dC,$.JP Sales Order.Activities.(Approved) Activity.User,JpSalOrd.Acts.ApprvdAct.Usr
4739,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",JP,0,P Sales Order.Activities.(Approved) Activity.User.ID,GE18dC_01,/JP19a/GE18dC_01,$.JP Sales Order.Activities.(Approved) Activity.User.ID,JpSalOrd.Acts.ApprvdAct.Usr.Id
4740,3,C,,P Sales Order.Activities.(Created) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,JP,0,P Sales Order.Activities.(Created) Activity,GE09dB,/JP19a/GE09dB,$.JP Sales Order.Activities.(Created) Activity,JpSalOrd.Acts.CrtdAct
4741,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",JP,0,P Sales Order.Activities.(Created) Activity.Date,GE09dB_01,/JP19a/GE09dB_01,$.JP Sales Order.Activities.(Created) Activity.Date,JpSalOrd.Acts.CrtdAct.Dt
4742,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,JP,0,P Sales Order.Activities.(Created) Activity.Time,GE09dB_02,/JP19a/GE09dB_02,$.JP Sales Order.Activities.(Created) Activity.Time,JpSalOrd.Acts.CrtdAct.Tm
4743,4,R,,P Sales Order.Activities.(Created) Activity.User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",JP,0,P Sales Order.Activities.(Created) Activity.User,GE18dD,/JP19a/GE18dD,$.JP Sales Order.Activities.(Created) Activity.User,JpSalOrd.Acts.CrtdAct.Usr
4744,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",JP,0,P Sales Order.Activities.(Created) Activity.User.ID,GE18dD_01,/JP19a/GE18dD_01,$.JP Sales Order.Activities.(Created) Activity.User.ID,JpSalOrd.Acts.CrtdAct.Usr.Id
4745,3,C,,P Sales Order.Activities.(Last Modified) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,JP,0,P Sales Order.Activities.(Last Modified) Activity,GE09dC,/JP19a/GE09dC,$.JP Sales Order.Activities.(Last Modified) Activity,JpSalOrd.Acts.LastModfdAct
4746,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",JP,0,P Sales Order.Activities.(Last Modified) Activity.Date,GE09dC_01,/JP19a/GE09dC_01,$.JP Sales Order.Activities.(Last Modified) Activity.Date,JpSalOrd.Acts.LastModfdAct.Dt
4747,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,JP,0,P Sales Order.Activities.(Last Modified) Activity.Time,GE09dC_02,/JP19a/GE09dC_02,$.JP Sales Order.Activities.(Last Modified) Activity.Time,JpSalOrd.Acts.LastModfdAct.Tm
4748,4,R,,P Sales Order.Activities.(Last Modified) Activity.User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",JP,0,P Sales Order.Activities.(Last Modified) Activity.User,GE18dE,/JP19a/GE18dE,$.JP Sales Order.Activities.(Last Modified) Activity.User,JpSalOrd.Acts.LastModfdAct.Usr
4749,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",JP,0,P Sales Order.Activities.(Last Modified) Activity.User.ID,GE18dE_01,/JP19a/GE18dE_01,$.JP Sales Order.Activities.(Last Modified) Activity.User.ID,JpSalOrd.Acts.LastModfdAct.Usr.Id
4750,3,C,,P Sales Order.Activities.(Posted) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,JP,0,P Sales Order.Activities.(Posted) Activity,GE09dD,/JP19a/GE09dD,$.JP Sales Order.Activities.(Posted) Activity,JpSalOrd.Acts.PostdAct
4751,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",JP,0,P Sales Order.Activities.(Posted) Activity.Date,GE09dD_01,/JP19a/GE09dD_01,$.JP Sales Order.Activities.(Posted) Activity.Date,JpSalOrd.Acts.PostdAct.Dt
4752,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,JP,0,P Sales Order.Activities.(Posted) Activity.Time,GE09dD_02,/JP19a/GE09dD_02,$.JP Sales Order.Activities.(Posted) Activity.Time,JpSalOrd.Acts.PostdAct.Tm
